Iteration	Posterior	Likelihood	Prior	rate01	rate_log_sd	tree_length
0	-2372.884	-2441.591	68.70662	0.5824193	1.41443	3.349085
6	-2367.652	-2437.19	69.53823	0.8506643	1.491673	2.594158
12	-2372.263	-2441.826	69.56363	0.5537495	1.558934	2.77619
18	-2382.546	-2453.665	71.11897	0.586371	1.670674	1.661327
24	-2385.291	-2456.049	70.75861	0.75498	1.717119	1.723017
30	-2374.135	-2444.817	70.68166	0.6692551	1.76362	1.821021
36	-2382.993	-2453.661	70.66819	0.5030585	1.749165	2.006884
42	-2375.58	-2446.615	71.03481	0.6700335	1.814354	1.532217
48	-2374.1	-2445.622	71.52156	0.5309258	1.820215	1.308194
54	-2372.143	-2443.398	71.25548	0.5767256	1.96985	1.345061
60	-2374.074	-2444.699	70.62567	0.791132	1.567083	1.88847
66	-2375.488	-2446.205	70.71699	0.548141	1.59492	2.029108
72	-2367.533	-2438.026	70.49298	0.7145622	1.584856	2.029108
78	-2371.699	-2442.639	70.93931	0.615868	1.599427	1.807535
84	-2372.598	-2444.037	71.43857	0.658746	1.958937	1.099943
90	-2370.187	-2441.569	71.38219	0.6159826	1.54216	1.531931
96	-2371.041	-2441.766	70.72546	0.7257771	1.577227	1.868236
102	-2369.818	-2440.562	70.74436	0.7257771	1.681565	1.783373
108	-2368.73	-2438.927	70.19725	0.6091534	1.671253	2.258928
114	-2380.831	-2451.614	70.78289	0.9891004	1.648636	1.567791
120	-2371.793	-2442.944	71.15036	0.43171	1.667222	1.819688
126	-2371.824	-2442.436	70.61183	0.5482645	1.495426	2.16338
132	-2365.262	-2435.721	70.45918	0.676129	1.611475	2.067105
138	-2367.74	-2437.166	69.42656	0.837059	1.374441	2.744496
144	-2374.538	-2444.446	69.90846	0.6700673	1.379414	2.571778
150	-2372.491	-2441.159	68.66818	1.054429	1.260929	3.133014
156	-2370.972	-2439.077	68.10464	0.7661383	1.362801	3.586939
162	-2373.542	-2443.382	69.83999	0.6968818	1.579888	2.467285
168	-2371.66	-2441.504	69.84473	0.6968818	1.888813	2.26844
174	-2368.424	-2438.628	70.20384	0.6492978	1.671623	2.218118
180	-2366.698	-2437.121	70.42279	0.8595512	1.816506	1.802402
186	-2358.924	-2429.293	70.36896	0.5987959	1.670443	2.158153
192	-2368.21	-2439.288	71.07797	0.618765	1.634651	1.68277
198	-2373.395	-2444.472	71.07797	0.618765	1.634651	1.68277
204	-2371.361	-2442.144	70.78238	0.7585245	1.597383	1.787068
210	-2373.704	-2444.657	70.95271	0.6509121	1.556335	1.794163
216	-2373.32	-2442.854	69.53421	0.7493315	1.378487	2.739952
222	-2368.836	-2438.642	69.8066	0.7444751	1.598158	2.438692
228	-2369.117	-2439.098	69.98088	0.8126662	1.51198	2.330989
234	-2365.253	-2435.34	70.08752	0.8126662	1.50963	2.264339
240	-2375.71	-2445.914	70.20453	0.8450791	1.765704	1.996125
246	-2365.878	-2436.312	70.43396	0.6267488	1.594958	2.138896
252	-2374.187	-2444.43	70.24304	0.7892753	1.359797	2.278383
258	-2365.185	-2434.752	69.56756	0.7892753	1.538555	2.591038
264	-2362.705	-2433.403	70.69822	0.6915201	1.862014	1.720309
270	-2374.26	-2445.403	71.14276	0.6080435	1.917322	1.438183
276	-2373.52	-2444.303	70.78314	0.7929733	1.917322	1.527426
282	-2376.872	-2447.569	70.6976	0.5858853	1.660362	1.960255
288	-2363.263	-2432.637	69.37317	0.5858853	1.558576	2.862706
294	-2364.248	-2434.098	69.84992	0.7599173	1.52524	2.445318
300	-2365.325	-2434.614	69.28899	0.6957667	1.512599	2.849099
306	-2379.714	-2449.499	69.78428	0.9248436	1.5558	2.348857
312	-2367.108	-2436.866	69.75761	0.6194067	1.443681	2.668523
318	-2369.375	-2439.918	70.54335	0.6194067	1.713616	1.995322
324	-2368.274	-2438.189	69.91477	0.6194067	1.546617	2.507319
330	-2373.6	-2443.607	70.00669	0.5825939	1.633562	2.428684
336	-2372.694	-2443.168	70.47331	0.9577675	1.820642	1.69013
342	-2377.673	-2447.775	70.10195	0.8876914	1.820642	1.996269
348	-2367.638	-2438.88	71.24165	0.4647794	1.755814	1.651878
354	-2365.66	-2436.608	70.94737	0.6724694	1.602411	1.745411
360	-2370.1	-2439.096	68.99537	0.5448209	1.28095	3.29133
366	-2368.338	-2437.695	69.35703	1.02325	1.461069	2.612904
372	-2363.024	-2432.822	69.79843	0.6019866	1.518043	2.612904
378	-2372.926	-2443.003	70.07758	0.520735	1.362859	2.612904
384	-2362.192	-2430.892	68.69964	0.9505305	1.354403	3.120414
390	-2371.84	-2441.583	69.74309	0.8222814	1.372186	2.561309
396	-2365.718	-2436.03	70.3122	0.6125783	1.663456	2.186628
